0.30507812	0.34838709	0.34354839	0.34489247
0.34052734	0.34473118	0.34672043	0.34620966
0.34267578	0.34670968	0.34572043	0.34648389
0.34160158	0.35053763	0.34731183	0.34596774
0.34482421	0.34354839	0.34612903	0.34602150
0.34267578	0.34391398	0.34593548	0.34693548
0.35449218	0.34408602	0.34462366	0.34596774
0.35234377	0.34225807	0.34559140	0.34637095
0.35019531	0.34572043	0.34535484	0.34640860
0.34912109	0.34946236	0.34462366	0.34543011
0.34912109	0.34322581	0.34784946	0.34588708
0.35878906	0.34735484	0.34501075	0.34676342
0.35019531	0.35268816	0.34677419	0.34489247
0.33730468	0.34709677	0.34704301	0.34586021
0.34589843	0.34619355	0.34630107	0.34561290
0.34375000	0.34516129	0.34784946	0.34784946
0.35341796	0.34956989	0.34462366	0.34666666
0.34375000	0.34615058	0.34643011	0.34702153
0.34912109	0.36129033	0.35000000	0.34677419
0.33730468	0.35311827	0.34446237	0.34669353
0.35664062	0.34984946	0.34724731	0.34794621
0.34267578	0.35268816	0.34731183	0.34596774
0.35019531	0.35698924	0.34494624	0.34725809
0.33730468	0.34868817	0.34694623	0.34739785
0.35449218	0.36236560	0.34784946	0.34784946
0.34052734	0.35462365	0.34591398	0.34733870
0.34267578	0.34490323	0.34892473	0.34715054
0.33945312	0.35483870	0.34731183	0.34569892
0.36093750	0.34655914	0.34763441	0.34811828
0.33085939	0.34412903	0.34815053	0.34692478
0.36308596	0.34193549	0.33924732	0.34677419
0.35341796	0.34634408	0.34526882	0.34623656
0.33300781	0.34356989	0.34774193	0.34689247
0.33837890	0.34516129	0.34516129	0.34381721
0.34589843	0.34333333	0.34849462	0.34696235
0.34482421	0.34374194	0.34933333	0.34669895
0.34160158	0.32365589	0.34838709	0.35295698
0.32871093	0.35043010	0.34693548	0.34661290
0.34267578	0.34911828	0.34634408	0.34816126
0.34804687	0.33870968	0.34301075	0.34650537
0.35126953	0.35064516	0.35000000	0.34629032
0.35341796	0.35815052	0.34529032	0.34886021
0.42001953	0.34516129	0.34354839	0.34354839
0.34482421	0.35118279	0.34973118	0.34739251
0.34375000	0.34834408	0.34658064	0.34698925
0.35449218	0.36666667	0.34784946	0.34462366
0.34375000	0.34129033	0.35392472	0.34612903
0.36093750	0.35337638	0.34584951	0.34788174
0.35878906	0.34946236	0.34408602	0.34435484
0.35126953	0.34354839	0.34725809	0.34712364
0.35126953	0.34941935	0.34694623	0.34752690
0.35878906	0.32365589	0.34193549	0.35349462
0.34052734	0.33860216	0.35026881	0.34838709
0.33408203	0.35341935	0.34580645	0.34970972
0.34589843	0.36129033	0.35537633	0.34731183
0.33408203	0.34204301	0.34532258	0.34564516
0.35126953	0.34670968	0.34748387	0.34755916
0.35449218	0.36666667	0.35322580	0.34973118
0.35019531	0.34043011	0.34231183	0.34768817
0.35126953	0.34688172	0.34924731	0.34847311
0.34589843	0.33978495	0.34408602	0.35161290
0.34160158	0.34860217	0.34301075	0.35000000
0.32656250	0.34615058	0.34836559	0.34666666
0.34482421	0.33978495	0.34516129	0.34838709
0.34052734	0.33602151	0.34037635	0.34758064
0.32871093	0.34597849	0.35053763	0.34879570
0.34375000	0.36129033	0.35860214	0.35403225
0.33623049	0.35365591	0.35672042	0.35645160
0.34375000	0.34873118	0.35748386	0.35698924
0.35234377	0.32688174	0.35161290	0.35645160
0.33945312	0.36258065	0.36053762	0.35631718
0.35878906	0.35337638	0.35756993	0.35481724
0.36201171	0.35053763	0.35376343	0.36129033
0.35664062	0.35806450	0.36005377	0.35532259
0.35449218	0.35045166	0.35720431	0.35450534
0.35664062	0.35161290	0.35591397	0.36236560
0.38349609	0.35752687	0.36311829	0.35672042
0.34589843	0.36103227	0.35744090	0.35597848
0.35341796	0.35483870	0.36290323	0.35134408
0.34482421	0.34806454	0.35655915	0.35516128
0.36416015	0.35531182	0.35563440	0.35558061
0.36523437	0.35806450	0.34838709	0.35295698
0.35126953	0.36548385	0.35763442	0.35532259
0.34697268	0.35995700	0.35451614	0.35617203
0.32656250	0.34408602	0.35376343	0.35618278
0.35019531	0.35559141	0.35596773	0.35494625
0.34482421	0.35918283	0.35617203	0.35627956
0.34804687	0.36451613	0.37365591	0.35080645
0.34697268	0.35096774	0.35392472	0.35784945
0.38134765	0.35694622	0.35137634	0.35639786
0.37382814	0.37311828	0.35483870	0.35295698
0.34804687	0.35451614	0.35634407	0.35647847
0.37167968	0.35767745	0.35374197	0.35707526
0.37060546	0.36774194	0.34677419	0.36209678
0.35234377	0.35354838	0.35618278	0.35615592
0.36093750	0.35496773	0.35655915	0.35664515
0.38242187	0.36344087	0.36505377	0.36317205
0.36308596	0.37301075	0.35682797	0.36287636
0.36416015	0.36292471	0.36105375	0.36079573
0.36093750	0.36774194	0.35752687	0.36639785
0.37060546	0.36333332	0.35462365	0.36276884
0.36630859	0.37694623	0.36612904	0.36086022
0.36523437	0.34408602	0.37096774	0.36612904
0.40068359	0.34118280	0.36145160	0.36104836
0.36093750	0.36929035	0.35946235	0.36017203
0.36630859	0.38387096	0.35698924	0.37016129
0.34804687	0.36043012	0.36774194	0.37045698
0.34804687	0.36391401	0.37103226	0.37173118
0.36630859	0.34623656	0.36827957	0.37096774
0.35126953	0.37795698	0.37005376	0.37486557
0.37919924	0.35621504	0.37468817	0.37035486
0.35019531	0.36989247	0.38010751	0.37069892
0.37060546	0.36559140	0.37494623	0.37260751
0.35556640	0.36524729	0.37389249	0.37110755
0.35019531	0.38709676	0.36344087	0.37419354
0.38027343	0.36365592	0.37666666	0.37086021
0.39208984	0.37819356	0.37559139	0.37169895
0.34804687	0.38709676	0.36935484	0.38172042
0.38564453	0.37397847	0.37419354	0.37290320
0.40390625	0.38507528	0.36969895	0.37209675
0.36201171	0.37956988	0.37311828	0.37016129
0.34482421	0.37881720	0.36962366	0.37075266
0.36523437	0.38498926	0.37109680	0.37161290
0.38994142	0.34408602	0.37419354	0.36747312
0.39531251	0.38333332	0.37575268	0.37104840
0.36738281	0.36765594	0.36898925	0.37308602
0.35986328	0.38817203	0.38118278	0.36801075
0.38671875	0.36688172	0.37725806	0.37741935
0.38671875	0.38744089	0.37550539	0.38060214
0.35449218	0.35376343	0.36290323	0.37446236
0.37490234	0.36752686	0.38166667	0.37881720
0.38564453	0.37987098	0.37787098	0.38037633
0.38994142	0.36774194	0.38494623	0.37661290
0.36953125	0.38483869	0.38752687	0.38231182
0.40712890	0.40073118	0.38655912	0.38952689
0.38457033	0.41290326	0.39784946	0.39623656
0.39746093	0.39258065	0.38768815	0.38940858
0.37597656	0.39995697	0.38739786	0.39039788
0.37060546	0.40000000	0.39731183	0.39946236
0.41679687	0.40946235	0.38790321	0.39575266
0.39853515	0.40193548	0.39677419	0.39327955
0.37060546	0.40430107	0.39408599	0.40295701
0.40927734	0.40526881	0.39241935	0.39446237
0.39960937	0.38696775	0.40210752	0.39773120
0.36953125	0.40860214	0.39784946	0.40403227
0.40390625	0.40408601	0.39623656	0.39728496
0.40605468	0.38296773	0.40320434	0.39938709
0.41035156	0.41720433	0.40698924	0.40645160
0.41787109	0.39741935	0.41602153	0.40932793
0.42216796	0.40361289	0.41430110	0.41038708
